image_name,latitude,longitude
IMG_1725.JPG,31.26214722222222,34.80316944444444
IMG_1082.JPG,31.261861111111113,34.80233888888888
IMG_3070.JPG,31.26201111111111,34.80436666666667
IMG_2630.JPG,31.262025,34.804047222222216
20260103_142651.jpg,31.262125099722223,34.804020099999995
IMG_2197.JPG,31.261872222222223,34.80395
IMG_0976.JPG,31.262041666666665,34.80208611111111
IMG_0504.JPG,31.262066666666666,34.801319444444445
IMG_1344.JPG,31.262175,34.80284444444444
IMG_1891.JPG,31.262002777777777,34.803444444444445
IMG_2251.JPG,31.26215277777778,34.803958333333334
20260103_142230.jpg,31.2621512,34.80419359972222
IMG_2984.JPG,31.262183333333333,34.80439444444444
20260103_143802.jpg,31.262096599722224,34.803246599999994
IMG_2280.JPG,31.26217777777778,34.803844444444444
20260103_142546.jpg,31.261943299722223,34.804254199999995
IMG_2527.JPG,31.262091666666667,34.80416388888889
IMG_2955.JPG,31.262055555555555,34.80435555555555
IMG_1395.JPG,31.261958333333332,34.802813888888885
IMG_1840.JPG,31.26208611111111,34.80331666666667
IMG_1432.JPG,31.261825,34.802927777777775
20260103_142127.jpg,31.2619319,34.804080199999994
IMG_2146.JPG,31.261744444444446,34.80392777777777
IMG_0613.JPG,31.261830555555555,34.80152222222222
IMG_1053.JPG,31.261891666666667,34.802375
IMG_1918.JPG,31.26215,34.80350555555555
IMG_3419.HEIC,31.261833333333332,34.801575
20260103_143149.jpg,31.261827799722223,34.8034101
IMG_3128.JPG,31.261833333333332,34.80419166666666
IMG_2768.JPG,31.262013888888887,34.80425555555555
20260103_142709.jpg,31.262125099722223,34.804020099999995
IMG_2309.JPG,31.262238888888888,34.80378333333333
IMG_3536.HEIC,31.261994444444444,34.80203888888889
IMG_3452.HEIC,31.261880555555557,34.80163888888889
IMG_1759.JPG,31.262083333333333,34.803261111111105
IMG_0578.JPG,31.26185,34.801363888888886
IMG_1338.JPG,31.262169444444446,34.80285277777777
IMG_2929.JPG,31.262116666666667,34.804402777777774
IMG_1788.JPG,31.262,34.80323055555555
IMG_3243.JPG,31.262041666666665,34.80165833333333
20260103_143222.jpg,31.261824499722223,34.803477599999994
IMG_2871.JPG,31.262322222222224,34.80432222222222
IMG_2403.JPG,31.26214722222222,34.80403611111111
IMG_1516.JPG,31.2616,34.80268611111111
